HEADER
VTF File Version,1.1
VTF File Type,0
PID,950894
Generated on,2024-02-08 20:55:37
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,950894
XRT Version,2023.1

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x5555555b04e0,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_com_xd_xilinx_vck190_base_202320_1_202320_1:binary_container_1:krnl_vadd,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
25,0:0:0
24,0:32:7
18,LPDDR
22,binary_container_1
12,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
10,clCreateKernel
8,clCreateProgramWithBinary
14,clEnqueueMapBuffer
16,clEnqueueMigrateMemObjects
19,clEnqueueTask
26,clEnqueueUnmapMemObject
20,clFinish
3,clGetDeviceIDs
7,clGetDeviceInfo
1,clGetPlatformIDs
2,clGetPlatformInfo
28,clReleaseCommandQueue
29,clReleaseContext
9,clReleaseDevice
27,clReleaseKernel
17,clReleaseMemObject
11,clReleaseProgram
4,clRetainDevice
15,clRetainMemObject
13,clSetKernelArg
23,krnl_vadd
21,xilinx_com_xd_xilinx_vck190_base_202320_1_202320_1

EVENTS
80,0,11.988573,2,OPENCL_API_CALL,19
81,79,12.177327,4,WRITE_BUFFER
82,80,12.179790,2,OPENCL_API_CALL,19
83,0,12.180560,1,OPENCL_API_CALL,15
84,83,12.181060,1,OPENCL_API_CALL,15
85,0,12.181507,1,OPENCL_API_CALL,15
86,85,12.182013,1,OPENCL_API_CALL,15
87,0,12.182638,2,OPENCL_API_CALL,16
88,87,12.184106,2,OPENCL_API_CALL,16
89,0,12.184526,1,OPENCL_API_CALL,17
90,89,12.184989,1,OPENCL_API_CALL,17
91,0,12.185294,1,OPENCL_API_CALL,17
92,91,12.185619,1,OPENCL_API_CALL,17
93,0,12.186003,1,OPENCL_API_CALL,20
94,0,12.217113,6,KERNEL_ENQUEUE,23,24,1,0
95,94,13.408936,6,KERNEL_ENQUEUE,23,25,0,0
96,0,13.429488,3,READ_BUFFER,16384,0xa000,18,0x7ffff5dce640
97,96,13.473890,3,READ_BUFFER
98,93,13.479334,1,OPENCL_API_CALL,20
99,0,13.485474,2,OPENCL_API_CALL,26
100,99,13.490293,2,OPENCL_API_CALL,26
101,0,13.490942,2,OPENCL_API_CALL,26
102,0,13.492167,4,WRITE_BUFFER,16384,0x2000,18,0x7ffff55cd640
103,101,13.492432,2,OPENCL_API_CALL,26
104,0,13.493907,2,OPENCL_API_CALL,26
105,104,13.494852,2,OPENCL_API_CALL,26
106,0,13.495164,1,OPENCL_API_CALL,20
107,102,13.508117,4,WRITE_BUFFER
108,0,13.511486,4,WRITE_BUFFER,16384,0x6000,18,0x7ffff55cd640
109,108,13.521096,4,WRITE_BUFFER
